,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
235,1,3,3,6,0,3,2,4,4,4,3,2,0,9,6,3,2,5,4,1,4,4,1,0,5,7,0
236,1,3,3,6,3,0,0,4,5,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,4,1,0
237,1,2,3,6,1,3,3,2,5,0,2,7,6,3,5,1,3,8,1,5,2,3,0,0,3,5,0
238,1,3,3,5,2,3,2,2,6,0,4,5,1,8,6,2,2,8,1,4,1,0,4,0,5,5,0
239,1,4,3,6,1,3,0,2,7,4,4,2,1,8,8,0,1,6,3,1,3,4,3,1,5,7,0
240,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,7,0
241,1,3,3,7,1,2,2,4,4,4,3,3,6,3,6,2,2,3,6,2,3,3,2,0,5,8,0
242,1,3,3,9,0,0,0,4,5,0,0,9,0,9,7,2,0,7,2,6,3,0,0,0,2,3,0
243,1,2,4,8,0,1,2,5,3,1,5,4,8,1,8,1,1,4,5,2,5,2,0,0,3,5,0
244,2,5,2,7,1,2,0,0,9,0,4,5,2,7,6,2,2,6,3,0,4,5,0,0,4,5,0
245,1,2,1,7,2,0,0,6,3,5,3,2,0,9,7,0,2,4,5,0,0,7,2,0,6,4,1
246,1,4,3,6,1,2,0,2,7,8,1,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0
247,1,3,3,7,0,2,0,4,5,0,0,9,9,0,7,0,2,9,0,3,4,2,2,0,4,3,0
248,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
249,1,4,3,7,1,2,0,2,7,2,0,7,6,3,6,2,1,5,4,7,2,0,0,0,2,3,0
250,1,3,3,7,1,2,3,2,5,1,3,6,5,4,5,2,2,7,2,4,4,1,1,1,3,5,0
251,1,3,3,9,0,0,0,4,5,2,6,2,9,0,5,4,0,2,7,0,0,7,2,0,6,6,0
252,1,2,2,2,3,4,2,6,1,6,1,3,7,2,7,0,2,4,5,4,5,1,1,0,2,1,0
253,1,3,2,7,0,2,1,1,8,3,2,5,4,5,7,2,0,7,2,4,4,2,1,0,4,4,0
254,1,2,3,6,0,3,3,4,3,0,3,6,4,5,7,2,1,9,0,1,7,2,0,0,4,3,0
255,1,3,3,9,0,0,0,3,6,0,3,6,0,9,6,2,2,6,3,3,4,2,0,0,3,5,0
256,1,1,1,2,1,7,6,2,1,1,7,1,8,1,3,1,6,8,1,6,3,1,0,0,2,3,0
257,1,2,3,6,0,3,3,3,3,0,1,8,9,0,7,0,2,9,0,6,2,1,0,0,2,1,2
258,1,2,4,5,1,3,3,5,2,2,4,3,2,7,4,0,5,7,2,4,2,3,1,2,5,5,0
259,1,3,3,7,1,2,2,3,4,1,3,5,4,5,6,2,2,7,2,1,4,4,1,0,4,3,0
260,1,2,3,5,2,2,2,5,2,2,4,4,2,7,7,2,0,6,3,5,0,0,4,0,5,6,0
261,1,3,2,9,0,0,0,5,4,3,5,2,0,9,5,4,0,0,9,0,3,6,0,0,5,8,0
262,1,1,3,6,0,3,8,1,0,8,1,1,8,1,5,2,2,3,6,1,1,4,4,1,6,5,0
263,1,2,4,7,0,2,2,5,3,0,0,9,5,4,9,0,0,9,0,5,4,0,0,0,3,6,0
264,1,2,3,4,0,5,5,3,2,1,4,5,7,2,4,2,3,6,3,5,1,1,3,1,4,3,0
265,1,3,2,8,1,1,1,2,7,0,2,7,6,3,7,2,1,9,0,1,3,5,0,0,4,4,0
266,1,3,3,5,2,3,2,3,4,1,3,5,5,4,6,1,3,7,2,3,3,3,1,0,4,3,0
267,3,2,4,5,0,4,4,4,2,0,0,9,7,2,5,0,4,9,0,6,2,2,1,0,3,1,0
268,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,8,0
269,1,3,2,9,0,0,0,1,8,1,2,7,6,3,8,1,1,7,2,2,4,4,1,0,4,4,0
270,1,2,4,7,0,2,0,5,4,0,0,9,9,0,6,0,3,7,2,0,4,5,0,0,4,3,0
271,1,4,2,8,0,1,1,0,8,3,4,2,2,7,7,1,1,6,3,2,4,4,0,0,3,3,0
272,1,2,4,7,1,2,5,3,1,2,4,4,2,7,5,1,3,7,2,2,5,2,2,0,4,3,0
273,1,2,3,7,1,2,3,5,1,0,5,4,1,8,9,0,0,5,4,3,3,2,2,0,4,1,0
274,1,2,4,5,0,4,0,5,4,0,4,5,4,5,5,2,4,4,5,2,3,3,2,1,5,8,0
275,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,3,0
276,1,2,3,2,2,5,4,3,2,2,2,5,9,0,2,0,7,7,2,6,2,1,0,0,3,4,0
277,1,2,3,3,2,5,5,4,2,0,8,1,2,7,5,2,2,8,1,4,5,1,0,0,2,2,0
278,1,1,2,1,4,5,5,4,1,1,6,2,9,0,3,2,4,6,3,3,4,3,0,0,3,2,0
279,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,4,0
280,1,2,4,6,1,3,0,5,4,0,2,7,5,4,5,1,3,7,2,0,7,0,2,0,4,2,0
281,1,2,4,9,0,0,2,5,3,0,4,5,9,0,7,0,2,5,4,4,4,2,0,0,3,7,0
282,1,1,5,5,1,4,4,4,1,1,7,2,4,5,7,1,2,5,4,4,3,3,1,0,3,6,0
283,1,1,4,4,0,5,6,3,1,3,2,5,5,4,4,2,4,4,5,3,3,3,0,0,3,3,0
284,1,3,2,9,0,0,0,4,5,2,3,4,3,6,6,3,0,5,4,0,0,9,0,0,5,4,0
285,1,3,3,7,0,2,4,1,5,3,2,4,1,8,6,3,0,5,4,4,4,1,2,0,4,4,0
286,1,3,2,8,1,1,1,4,4,1,6,3,1,8,8,0,1,7,2,2,5,3,0,0,4,6,0
287,1,1,4,5,0,4,7,2,1,2,4,4,1,8,5,0,4,2,7,4,2,4,0,0,3,6,0
288,1,2,4,6,1,2,1,4,5,4,1,5,3,6,7,0,2,8,1,2,5,2,0,0,3,3,0
289,1,3,3,7,0,2,2,2,6,0,3,6,9,0,5,2,3,7,2,3,4,2,0,0,3,4,0
290,2,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
291,1,2,3,7,1,2,3,5,2,0,5,4,2,7,6,2,1,5,4,3,2,0,4,0,6,4,0
292,1,3,2,4,3,3,0,4,5,0,4,5,9,0,5,0,4,9,0,6,1,3,0,0,3,2,0
293,1,2,4,6,0,3,2,5,3,3,4,3,6,3,4,3,3,4,5,3,2,3,3,0,5,6,0
294,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
295,1,2,2,3,2,5,5,3,2,2,6,2,8,1,5,0,4,8,1,6,2,1,0,1,3,3,0
296,1,2,4,6,1,3,0,5,4,0,2,7,5,4,5,1,3,7,2,0,7,0,2,0,4,2,0
297,1,3,3,7,1,2,0,2,7,5,3,2,1,8,7,0,2,5,4,1,2,4,3,1,6,7,0
298,1,1,6,3,0,6,5,4,1,0,2,7,9,0,3,0,6,7,2,7,2,0,0,0,2,1,0
299,1,3,3,7,1,1,0,5,4,0,8,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4,0
300,1,4,3,9,0,0,0,3,6,0,0,9,9,0,7,2,0,9,0,3,5,2,0,0,3,3,0
301,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,7,0
302,1,3,3,6,2,2,2,3,5,1,3,6,8,1,6,1,2,8,1,3,5,2,1,1,3,5,0
303,1,3,3,7,2,1,0,5,4,2,3,4,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0
304,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
305,1,2,3,3,2,4,3,2,5,3,4,4,7,2,5,2,2,5,4,2,4,4,0,0,4,3,0
306,1,3,3,5,0,4,2,3,4,0,3,6,4,5,3,2,4,7,2,6,2,2,0,0,2,3,0
307,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,5,0
308,1,2,4,6,0,3,5,3,2,3,4,2,0,9,9,0,0,2,7,2,2,5,0,0,4,8,0
309,1,3,3,5,2,3,2,0,7,1,3,5,7,2,4,2,3,5,4,2,2,4,1,0,5,8,0
310,1,2,4,5,2,2,2,6,2,0,3,6,4,5,4,4,2,3,6,3,6,0,0,0,2,3,0
311,1,2,2,1,2,6,6,2,1,7,1,2,6,3,4,1,5,4,5,8,0,1,0,0,1,1,0
312,2,3,3,7,1,2,1,2,6,1,4,5,3,6,6,2,2,6,3,2,4,3,1,1,4,5,0
313,1,3,3,6,0,3,2,4,4,4,3,2,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0
314,1,2,4,5,1,3,2,5,3,2,3,4,3,6,7,1,2,5,4,3,3,3,1,0,4,6,0
315,1,4,2,7,0,2,1,3,6,5,4,1,4,5,7,1,2,5,4,2,2,6,0,0,4,6,0
316,1,4,2,6,1,2,0,1,8,1,1,8,8,1,6,1,2,8,1,4,4,2,0,1,3,3,0
317,1,3,3,7,2,0,0,4,5,1,6,2,8,1,9,0,0,6,3,2,2,4,1,0,4,8,0
318,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,5,0
319,1,3,2,9,0,0,0,3,6,2,5,3,3,6,7,2,0,6,3,2,0,7,0,0,5,7,0
320,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
321,1,3,3,6,2,2,0,3,6,3,5,2,0,9,5,2,3,6,3,2,3,2,4,0,6,3,0
322,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
323,1,3,2,8,1,1,1,3,6,4,4,2,1,8,7,1,1,4,5,1,3,4,2,1,5,8,1
324,1,2,4,9,0,0,0,9,0,0,0,9,5,5,9,0,0,9,0,5,5,0,0,0,2,3,0
325,1,3,3,7,1,2,2,3,4,2,3,4,2,7,7,2,1,5,4,2,4,3,1,1,4,5,0
326,2,4,3,7,1,2,0,3,6,4,3,3,0,9,6,2,1,5,4,0,3,2,2,2,8,7,0
327,2,2,4,5,1,4,2,5,2,1,4,5,3,6,7,1,2,7,2,5,3,1,1,0,3,1,0
328,1,3,2,8,0,1,2,2,5,2,4,4,8,1,8,1,0,6,3,3,3,4,0,0,3,5,0
329,1,2,2,1,2,6,3,5,1,2,6,2,9,0,5,1,3,5,4,3,2,5,0,0,4,2,0
330,1,3,3,9,0,0,0,3,6,1,2,7,5,4,6,1,2,7,2,2,4,3,1,0,4,3,0
331,1,2,1,4,4,2,1,6,3,1,6,3,5,4,7,0,2,7,2,4,4,2,0,0,3,3,0
332,1,3,2,6,1,3,0,4,5,0,3,6,3,6,6,1,2,6,3,0,0,9,0,0,5,4,0
333,1,4,3,7,2,0,0,2,7,1,5,4,3,6,4,3,2,6,3,1,0,8,0,0,5,4,0
334,1,2,1,1,3,6,6,2,2,7,2,0,9,0,3,1,5,3,6,5,3,2,0,0,2,1,0
335,1,4,2,9,0,0,0,2,7,0,5,4,1,8,5,2,2,8,1,2,1,4,2,0,5,8,0
336,1,4,2,6,0,3,2,0,7,0,6,3,4,5,9,0,0,7,2,0,7,0,2,0,4,4,0
337,1,3,3,6,2,2,2,4,4,1,3,6,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0
338,1,3,3,8,1,1,1,5,3,0,3,6,3,6,6,2,2,6,3,2,7,1,1,0,3,4,0
339,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,8,0
340,1,3,2,7,2,0,0,4,5,4,4,2,7,2,9,0,0,5,4,2,3,4,2,0,5,8,2
341,1,3,3,5,1,4,3,2,4,0,1,8,8,1,6,1,3,7,2,7,2,0,0,0,2,1,0
342,2,3,3,7,0,2,2,2,6,0,2,7,2,7,4,4,2,8,1,5,2,3,0,0,3,3,0
343,1,3,2,6,1,2,2,3,5,0,4,5,4,5,5,1,3,7,2,2,5,3,0,0,3,2,0
344,1,3,3,8,1,1,1,3,6,0,3,6,2,7,7,1,2,6,3,2,2,6,0,0,4,4,0
345,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
346,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
347,1,3,3,9,0,0,2,5,4,4,3,2,0,9,5,4,0,0,9,0,0,8,1,0,5,8,0
348,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,5,0
349,2,3,2,7,2,0,3,3,4,3,3,4,0,9,9,0,0,5,4,3,4,3,0,0,3,7,0
350,1,3,3,7,0,2,2,4,4,2,4,3,5,4,7,2,0,4,5,3,2,3,2,1,5,5,0
351,1,3,3,9,0,0,0,4,5,0,4,5,3,6,6,2,1,5,4,0,0,7,2,0,6,3,0
352,1,4,3,5,4,0,0,2,7,3,4,3,3,6,9,0,0,0,9,0,3,6,0,0,4,8,0
353,1,2,4,3,1,6,3,2,4,0,1,8,8,1,4,2,4,7,2,7,2,0,0,0,2,5,0
354,1,1,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0
355,1,3,3,7,1,1,1,4,5,1,6,2,4,5,4,2,3,7,2,2,2,5,1,0,4,4,1
356,2,4,3,9,0,0,0,0,9,0,5,5,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0
357,1,2,3,7,1,2,4,4,2,0,3,6,7,2,6,2,1,5,4,5,3,1,0,0,3,6,0
358,1,3,4,7,1,2,1,5,4,1,1,7,2,7,4,3,2,7,2,3,3,3,0,1,4,7,0
359,2,2,4,5,2,3,3,5,3,0,3,6,5,4,4,5,1,7,2,2,5,1,2,0,4,6,0
360,2,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,3,0
361,2,2,4,6,1,3,3,4,3,3,3,4,3,6,6,1,3,7,2,3,2,4,1,0,3,6,0
362,1,3,2,9,0,0,0,4,5,2,3,4,3,6,6,3,0,5,4,0,0,9,0,0,5,4,0
363,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,4,0
364,1,3,3,9,0,0,0,5,4,3,4,3,2,7,5,4,0,5,4,0,2,3,2,3,8,6,0
365,1,1,4,5,2,3,9,0,0,0,3,6,5,4,6,1,2,8,1,6,3,0,0,0,2,1,1
366,1,2,5,9,0,0,0,5,4,0,4,5,4,5,5,0,4,9,0,7,2,0,1,0,2,1,0
367,1,3,2,5,2,2,2,2,5,2,6,2,0,9,9,0,0,4,5,2,3,5,0,0,4,7,0
368,1,3,3,7,1,1,0,5,4,0,8,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4,0
369,1,3,3,7,1,2,2,3,4,2,3,4,2,7,7,2,1,5,4,2,4,3,1,1,4,3,0
370,1,3,3,5,3,2,0,4,5,2,7,0,3,6,4,4,2,5,4,4,5,0,0,0,3,7,1
371,1,2,3,4,2,4,4,2,3,1,3,6,7,2,6,0,3,8,1,5,4,1,0,0,2,1,0
372,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
373,1,2,3,6,1,3,1,5,3,1,5,3,3,6,4,0,5,7,2,3,3,1,3,1,5,4,0
374,1,4,2,7,1,1,1,2,6,3,4,2,2,7,9,0,0,5,4,2,3,5,0,0,4,4,0
375,2,4,3,9,0,0,0,0,9,0,5,5,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0
376,2,3,3,6,1,3,1,0,8,1,3,6,2,7,5,2,2,5,4,1,4,2,3,1,5,5,0
377,1,3,3,7,0,2,0,5,4,2,4,4,2,7,7,2,0,2,7,0,5,4,0,0,4,1,0
378,3,2,4,5,0,4,4,4,2,0,0,9,7,2,5,0,4,9,0,6,2,2,1,0,3,1,0
379,1,2,4,3,0,6,5,2,2,1,2,7,2,7,5,1,4,7,2,1,4,5,0,0,4,5,0
380,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,5,0
381,1,4,2,6,1,2,0,1,8,1,1,8,8,1,6,1,2,8,1,4,4,2,0,1,3,3,0
382,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
383,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
384,1,3,3,6,0,3,2,1,6,3,4,2,2,7,5,2,2,4,5,1,4,4,2,0,5,6,0
385,1,2,3,3,2,5,1,7,1,8,1,1,1,8,3,0,6,6,3,2,0,7,0,0,5,3,0
386,1,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,6,2
387,2,3,3,7,0,2,1,3,6,1,2,7,1,8,8,0,1,8,1,0,2,7,0,0,4,3,0
388,1,2,4,4,2,3,3,3,3,2,3,5,6,3,4,1,5,7,2,4,3,2,2,0,3,5,0
389,1,4,3,8,0,1,0,0,9,2,6,1,0,9,5,4,0,2,7,0,0,3,4,2,9,8,0
390,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0
391,1,3,3,7,0,2,2,0,7,1,4,5,7,2,4,1,4,8,1,2,4,4,0,0,3,5,0
392,1,1,4,7,1,2,9,0,0,0,0,9,9,0,6,2,1,5,4,5,5,0,0,0,3,6,0
393,1,3,3,7,1,2,2,3,4,1,3,5,4,5,6,2,2,7,2,1,4,4,1,0,4,3,0
394,1,3,3,8,0,1,0,4,5,4,3,3,2,7,7,2,0,2,7,0,5,4,0,0,4,6,0
395,1,3,3,7,2,0,0,2,7,4,4,2,0,9,9,0,0,4,5,1,2,7,0,0,5,7,0
396,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,4,0
397,1,3,3,7,1,2,1,4,4,2,3,4,3,6,7,2,1,5,4,3,2,3,2,0,4,3,0
398,1,2,3,4,1,5,4,2,3,1,3,5,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0
399,2,4,2,9,0,0,0,3,6,0,3,6,0,9,4,4,1,9,0,2,5,2,0,0,3,3,0
400,1,3,3,4,2,4,3,2,5,0,4,5,9,0,3,0,6,9,0,7,2,0,0,0,2,1,0
401,1,2,4,9,0,0,0,6,3,1,4,5,2,7,6,3,0,5,4,5,2,0,1,1,4,3,0
402,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,4,0
403,1,3,2,6,1,3,2,1,6,3,3,4,1,8,7,2,0,7,2,1,4,4,1,0,4,6,0
404,1,3,3,5,1,3,3,3,4,2,4,4,4,5,4,2,3,6,3,2,4,4,1,0,4,3,0
405,1,3,3,7,1,2,2,3,4,1,3,5,4,5,6,2,2,7,2,1,4,4,1,0,4,3,0
406,1,3,3,9,0,0,2,3,4,0,5,4,1,8,7,2,0,7,2,2,4,3,0,1,4,6,0
407,1,2,4,7,1,2,1,5,3,6,2,2,2,7,7,1,1,2,7,2,4,4,1,0,4,6,0
408,1,3,3,7,1,2,0,6,3,0,6,3,3,6,6,2,1,5,4,0,9,0,0,0,3,6,0
409,1,2,4,5,1,4,3,4,3,2,4,4,4,5,6,1,3,6,3,4,2,3,1,0,3,6,0
410,1,2,3,5,1,3,2,3,4,2,3,5,4,5,6,2,2,6,3,3,4,2,1,0,4,4,0
411,1,4,2,4,0,5,1,2,6,1,4,5,4,5,5,2,3,7,2,5,3,2,0,0,3,4,0
412,1,2,3,9,0,0,0,0,9,4,5,0,0,9,3,6,0,3,6,0,0,0,9,0,0,7,0
413,1,3,3,9,0,0,0,4,5,8,1,0,0,9,7,2,0,2,7,0,1,3,5,0,7,8,0
414,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,4,0
415,1,4,3,7,1,2,0,2,7,2,5,2,1,8,7,0,2,5,4,1,2,6,1,1,5,7,0
416,1,4,2,4,0,5,0,0,9,5,4,0,9,0,2,3,5,3,6,3,0,4,2,2,5,8,0
417,1,3,3,6,1,3,0,3,6,3,2,4,3,6,6,1,3,6,3,0,0,5,0,4,0,8,0
418,1,2,2,2,2,6,4,4,2,1,4,4,9,0,7,1,2,6,3,5,3,1,0,0,2,2,0
419,1,3,2,6,0,3,2,1,6,1,4,4,3,6,8,1,0,6,3,5,3,2,0,0,3,7,0
420,1,1,5,1,2,6,6,3,0,0,0,9,9,0,1,0,8,8,1,7,2,0,0,0,2,2,0
421,1,2,4,6,2,1,2,7,1,2,3,5,7,2,7,2,1,5,4,3,2,4,1,0,3,2,0
422,1,3,3,7,1,2,0,2,7,4,4,2,1,8,7,0,2,4,5,2,2,4,2,1,5,8,0
423,1,2,3,4,2,4,4,4,3,1,3,5,6,3,6,1,3,8,1,4,3,3,0,0,3,6,0
424,1,4,2,7,2,0,0,2,7,2,5,2,0,9,7,1,2,6,3,1,5,3,1,0,4,8,0
425,2,2,4,6,0,3,4,3,3,1,3,5,5,4,6,0,3,6,3,3,3,2,1,0,3,1,0
426,2,3,2,6,2,2,1,4,5,1,6,3,4,5,8,0,1,8,1,2,3,4,0,0,4,4,2
427,2,4,2,9,0,0,0,0,9,0,3,6,0,9,9,0,0,9,0,2,0,5,2,0,5,7,0
428,1,1,3,2,2,6,5,3,2,2,5,3,8,1,5,0,4,8,1,6,3,1,0,1,2,3,0
429,1,2,3,5,2,3,2,4,4,3,3,4,4,5,5,2,3,6,3,3,3,3,1,0,4,6,0
430,1,3,3,5,1,4,4,1,5,0,2,7,6,3,6,1,2,8,1,2,6,0,1,0,3,3,0
431,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,3,0
432,2,2,4,7,0,2,2,5,3,0,1,8,9,0,8,0,1,7,2,5,4,0,0,0,2,1,0
433,1,2,4,6,1,3,0,5,4,0,2,7,5,4,5,1,3,7,2,0,7,0,2,0,4,2,0
434,1,4,3,9,0,0,0,2,7,0,4,5,3,6,8,1,0,9,0,0,9,0,0,0,3,4,0
435,1,2,4,7,0,2,0,5,4,0,0,9,9,0,6,0,3,7,2,0,4,5,0,0,4,3,0
436,1,2,2,4,2,5,5,2,3,2,5,3,5,4,5,2,4,5,4,0,3,2,5,0,7,4,0
437,1,3,3,5,1,3,3,3,4,2,4,4,4,5,4,2,3,6,3,2,4,4,1,0,4,3,0
438,1,2,2,5,0,4,3,4,2,2,3,5,3,7,5,2,2,7,2,1,5,4,0,0,4,2,0
439,1,3,3,9,0,0,0,3,6,6,3,0,0,9,7,2,0,2,7,0,0,7,2,0,5,8,0
440,1,3,3,7,0,2,0,3,6,7,1,2,2,7,8,1,0,4,5,1,1,5,4,0,6,8,0
441,1,2,4,4,1,4,4,2,4,1,4,4,9,0,5,0,4,5,4,3,4,4,0,0,4,4,0
442,1,4,3,6,1,2,0,2,7,8,1,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0
443,2,2,4,5,0,4,4,2,4,0,0,9,9,0,7,0,2,9,0,2,7,0,0,0,3,1,0
444,1,3,3,7,1,2,1,4,4,2,3,4,3,6,7,2,1,5,4,3,2,3,2,0,4,3,0
445,1,3,4,7,0,2,0,3,6,0,3,6,1,8,7,2,0,7,2,4,3,3,0,0,3,3,0
446,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
447,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6,0
448,1,3,3,5,0,4,0,5,4,0,0,9,9,0,3,2,4,7,2,9,0,0,0,0,2,3,0
449,1,3,2,6,0,3,2,2,6,0,4,5,5,4,5,1,3,7,2,4,4,2,0,0,3,3,0
450,2,3,3,5,0,4,3,0,6,0,5,4,3,6,5,2,3,7,2,4,2,3,0,0,3,2,0
451,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,7,0
452,1,1,1,1,2,7,6,3,0,3,6,0,9,0,3,1,5,6,3,9,0,0,0,0,1,1,0
453,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,2
454,1,3,4,9,0,0,1,6,3,4,5,1,0,9,6,3,0,5,4,0,2,7,1,0,5,8,0
455,1,2,2,3,2,4,4,3,3,1,4,5,2,7,5,2,2,8,1,2,5,2,0,0,3,5,0
456,1,1,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0
457,1,3,2,5,2,2,2,2,5,0,2,7,2,7,9,0,0,7,2,0,9,0,0,0,3,4,0
458,1,2,3,6,2,2,2,4,3,1,2,6,9,0,7,2,2,8,1,3,3,3,1,0,4,2,0
459,3,2,4,7,1,2,2,6,2,3,2,4,3,6,7,0,2,5,4,3,3,3,1,0,4,1,0
460,1,3,3,6,1,3,6,0,3,4,4,2,0,9,6,1,3,5,4,0,3,5,2,0,6,6,0
461,1,3,3,7,0,2,2,2,5,4,4,2,1,8,6,1,2,5,4,2,3,4,1,0,5,5,0
462,1,3,2,8,0,1,1,1,7,2,3,5,9,0,7,0,2,9,0,4,5,0,0,0,3,5,0
463,1,2,1,4,4,2,1,6,3,1,6,3,5,4,7,0,2,7,2,4,4,2,0,0,3,3,0
464,1,2,4,6,1,2,2,5,3,1,1,7,3,6,6,2,2,7,2,4,3,2,1,1,4,4,0
465,1,3,3,6,0,3,3,3,4,0,5,4,4,5,7,2,0,7,2,0,3,4,3,0,6,3,0
466,1,3,4,6,0,3,2,2,5,0,5,5,0,9,3,3,3,2,7,2,5,3,0,0,3,3,0
467,1,1,3,2,2,5,5,3,1,1,6,3,8,1,4,0,5,8,1,7,2,1,0,1,2,3,0
468,1,4,3,7,1,2,0,2,7,3,4,2,1,8,7,0,2,5,4,1,3,4,2,1,6,7,0
469,1,4,2,6,1,2,0,1,8,1,1,8,8,1,6,1,2,8,1,4,4,2,0,1,3,3,0
470,2,3,2,5,2,4,3,2,5,0,5,4,5,4,7,2,0,5,4,2,5,2,2,0,4,4,0
471,1,2,2,3,2,4,4,4,2,0,5,4,7,2,7,0,2,9,0,4,5,0,0,0,3,3,0
472,1,4,2,8,0,1,1,1,8,1,4,5,8,1,5,4,1,8,1,5,4,0,0,0,2,4,0
473,1,2,3,9,0,0,3,2,4,1,2,6,2,7,5,2,2,5,4,3,3,3,2,0,4,4,0
474,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
475,1,2,4,6,0,3,5,3,2,3,4,2,0,9,9,0,0,2,7,2,2,5,0,0,4,5,0
476,1,4,3,9,0,0,0,4,5,2,5,3,4,5,9,0,0,3,6,0,3,3,3,0,6,7,0
